"","farmer_num","village","treatment","survey","temp_c","humidity_percent","ground_cover_percent","ose_num","att_mil","yield","datetime","ose_num_adj","att_mil_adj"
"569","72","Gniby","control","s1",40.1,47.2,20,36,0.25,NA,2019-09-02 12:34:00,32,0.225
"570","72","Gniby","control","s2",34.1,62.6,50,12,NA,NA,2019-09-24 13:23:00,11,NA
"571","72","Gniby","control","s3",36,43,55,23,0.1,NA,2019-10-11 11:43:00,21,0.09
"572","72","Gniby","control","s4",NA,NA,NA,NA,NA,56,NA,NA,NA
"573","72","Gniby","fertilized","s1",40.1,47.2,30,17,0.07,NA,2019-09-02 12:46:00,15,0.063
"574","72","Gniby","fertilized","s2",34,63.4,70,4,NA,NA,2019-09-24 13:09:00,4,NA
"575","72","Gniby","fertilized","s3",36,42.8,65,7,0,NA,2019-10-11 11:26:00,6,0
"576","72","Gniby","fertilized","s4",NA,NA,NA,NA,NA,240,NA,NA,NA
"577","73","Gniby","control","s1",39.6,48.7,50,35,NA,NA,2019-09-02 16:17:00,32,NA
"578","73","Gniby","control","s2",36.2,56.8,60,9,NA,NA,2019-09-23 14:07:00,8,NA
"579","73","Gniby","control","s3",36.4,43.1,80,4,NA,NA,2019-10-11 12:20:00,4,NA
"580","73","Gniby","control","s4",NA,NA,NA,NA,NA,160,NA,NA,NA
"581","73","Gniby","fertilized","s1",39.6,48.7,45,31,NA,NA,2019-09-02 16:28:00,28,NA
"582","73","Gniby","fertilized","s2",36.2,61.6,70,6,NA,NA,2019-09-23 14:19:00,5,NA
"583","73","Gniby","fertilized","s3",36.4,43,85,6,NA,NA,2019-10-11 12:33:00,5,NA
"584","73","Gniby","fertilized","s4",NA,NA,NA,NA,NA,200,NA,NA,NA
"585","74","Gniby","control","s1",33.5,72.3,40,8,NA,NA,2019-09-04 09:34:00,7,NA
"586","74","Gniby","control","s2",31.7,64.5,70,6,NA,NA,2019-09-22 10:21:00,5,NA
"587","74","Gniby","control","s3",32.5,57.1,75,5,NA,NA,2019-10-11 10:02:00,4,NA
"588","74","Gniby","control","s4",NA,NA,NA,NA,NA,364,NA,NA,NA
"589","74","Gniby","fertilized","s1",33.5,72.3,20,5,NA,NA,2019-09-04 09:48:00,4,NA
"590","74","Gniby","fertilized","s2",31.5,64.8,90,2,NA,NA,2019-09-22 10:33:00,2,NA
"591","74","Gniby","fertilized","s3",32.5,57.1,95,3,NA,NA,2019-10-11 10:02:00,3,NA
"592","74","Gniby","fertilized","s4",NA,NA,NA,NA,NA,1104,NA,NA,NA
"593","75","Gniby","control","s1",32.4,74,30,48,NA,NA,2019-09-04 08:42:00,43,NA
"594","75","Gniby","control","s2",30.8,71.8,85,7,NA,NA,2019-09-23 09:00:00,6,NA
"595","75","Gniby","control","s3",34.3,56,30,9,NA,NA,2019-10-11 09:39:00,8,NA
"596","75","Gniby","control","s4",NA,NA,NA,NA,NA,424,NA,NA,NA
"597","75","Gniby","fertilized","s1",32.4,74,20,27,NA,NA,2019-09-04 08:34:00,24,NA
"598","75","Gniby","fertilized","s2",30.5,71.6,90,1,NA,NA,2019-09-23 09:07:00,1,NA
"599","75","Gniby","fertilized","s3",34,56.2,90,4,NA,NA,2019-10-11 09:52:00,4,NA
"600","75","Gniby","fertilized","s4",NA,NA,NA,NA,NA,1320,NA,NA,NA
"601","76","Gniby","control","s1",39.4,50.5,50,23,0.05,NA,2019-09-04 16:07:00,21,0.045
"602","76","Gniby","control","s2",31,70,65,46,NA,NA,2019-09-23 08:41:00,41,NA
"603","76","Gniby","control","s3",39.6,36.6,65,20,0.05,NA,2019-10-11 15:45:00,18,0.045
"604","76","Gniby","control","s4",NA,NA,NA,NA,NA,186,NA,NA,NA
"605","76","Gniby","fertilized","s1",39.4,50.5,30,25,0.05,NA,2019-09-04 16:27:00,22,0.045
"606","76","Gniby","fertilized","s2",31,70,40,7,NA,NA,2019-09-23 08:56:00,6,NA
"607","76","Gniby","fertilized","s3",39.6,32.6,50,19,0.05,NA,2019-10-11 15:45:00,17,0.045
"608","76","Gniby","fertilized","s4",NA,NA,NA,NA,NA,558,NA,NA,NA
"609","77","Gniby","control","s1",37.6,57.6,45,16,NA,NA,2019-09-04 14:02:00,14,NA
"610","77","Gniby","control","s2",32,65,50,7,NA,NA,2019-09-22 10:13:00,6,NA
"611","77","Gniby","control","s3",36.4,44,75,17,NA,NA,2019-10-11 12:56:00,15,NA
"612","77","Gniby","control","s4",NA,NA,NA,NA,NA,516,NA,NA,NA
"613","77","Gniby","fertilized","s1",37.6,57.6,20,10,NA,NA,2019-09-04 14:20:00,9,NA
"614","77","Gniby","fertilized","s2",32,64,70,3,NA,NA,2019-09-22 10:19:00,3,NA
"615","77","Gniby","fertilized","s3",36.4,44,40,21,NA,NA,2019-10-11 12:40:00,19,NA
"616","77","Gniby","fertilized","s4",NA,NA,NA,NA,NA,860,NA,NA,NA
"617","78","Gniby","control","s1",37.4,59.2,40,30,NA,NA,2019-09-04 14:45:00,27,NA
"618","78","Gniby","control","s2",34,59.6,40,47,0.15,NA,2019-09-24 12:28:00,42,0.135
"619","78","Gniby","control","s3",37.7,38,40,38,0,NA,2019-10-11 15:11:00,34,0
"620","78","Gniby","control","s4",NA,NA,NA,NA,NA,480,NA,NA,NA
"621","78","Gniby","fertilized","s1",37.4,59.2,30,17,NA,NA,2019-09-04 14:58:00,15,NA
"622","78","Gniby","fertilized","s2",34.2,60,30,22,0.05,NA,2019-09-24 12:37:00,20,0.045
"623","78","Gniby","fertilized","s3",38.7,36,90,10,0,NA,2019-10-11 15:28:00,9,0
"624","78","Gniby","fertilized","s4",NA,NA,NA,NA,NA,520,NA,NA,NA
"625","79","Gniby","control","s1",41.7,52.3,45,8,0.05,NA,2019-09-02 11:38:00,7,0.045
"626","79","Gniby","control","s2",35.7,55.9,90,12,NA,NA,2019-09-23 11:43:00,11,NA
"627","79","Gniby","control","s3",36,43,95,17,NA,NA,2019-10-11 11:48:00,15,NA
"628","79","Gniby","control","s4",NA,NA,NA,NA,NA,160,NA,NA,NA
"629","79","Gniby","fertilized","s1",41.7,52.3,50,21,0.01,NA,2019-09-02 11:48:00,19,0.009
"630","79","Gniby","fertilized","s2",34.8,64.7,90,1,NA,NA,2019-09-23 11:54:00,1,NA
"631","79","Gniby","fertilized","s3",36,43,40,7,NA,NA,2019-10-11 12:05:00,6,NA
"632","79","Gniby","fertilized","s4",NA,NA,NA,NA,NA,800,NA,NA,NA
"633","80","Gniby","control","s1",37,59.6,45,12,NA,NA,2019-09-04 13:10:00,11,NA
"634","80","Gniby","control","s2",33,60.2,45,23,NA,NA,2019-09-22 10:16:00,21,NA
"635","80","Gniby","control","s3",37.4,39.5,60,10,NA,NA,2019-10-11 13:40:00,9,NA
"636","80","Gniby","control","s4",NA,NA,NA,NA,NA,70,NA,NA,NA
"637","80","Gniby","fertilized","s1",37,59.6,30,9,NA,NA,2019-09-04 13:24:00,8,NA
"638","80","Gniby","fertilized","s2",33.1,60,70,17,NA,NA,2019-09-22 10:08:00,15,NA
"639","80","Gniby","fertilized","s3",37.4,39.5,50,11,NA,NA,2019-10-11 13:23:00,10,NA
"640","80","Gniby","fertilized","s4",NA,NA,NA,NA,NA,540,NA,NA,NA
"641","81","Gniby","control","s1",37.7,59.5,35,21,NA,NA,2019-09-04 11:52:00,19,NA
"642","81","Gniby","control","s2",31,70,50,32,0.15,NA,2019-09-23 09:32:00,29,0.135
"643","81","Gniby","control","s3",39,30,90,11,0.05,NA,2019-10-11 13:55:00,10,0.045
"644","81","Gniby","control","s4",NA,NA,NA,NA,NA,272,NA,NA,NA
"645","81","Gniby","fertilized","s1",37.7,59.5,30,14,NA,NA,2019-09-04 11:57:00,13,NA
"646","81","Gniby","fertilized","s2",31,70,80,23,0.05,NA,2019-09-23 09:40:00,21,0.045
"647","81","Gniby","fertilized","s3",39,30,60,7,0.01,NA,2019-10-11 13:49:00,6,0.009
"648","81","Gniby","fertilized","s4",NA,NA,NA,NA,NA,650,NA,NA,NA
"649","82","Gniby","control","s1",35.7,68,35,9,NA,NA,2019-09-04 10:34:00,8,NA
"650","82","Gniby","control","s2",29,78,80,12,NA,NA,2019-09-23 07:26:00,11,NA
"651","82","Gniby","control","s3",37.6,42,90,36,NA,NA,2019-10-11 13:25:00,32,NA
"652","82","Gniby","control","s4",NA,NA,NA,NA,NA,250,NA,NA,NA
"653","82","Gniby","fertilized","s1",35.7,68,50,27,NA,NA,2019-09-04 10:44:00,24,NA
"654","82","Gniby","fertilized","s2",29,78,60,7,NA,NA,2019-09-23 07:34:00,6,NA
"655","82","Gniby","fertilized","s3",38,42,80,28,NA,NA,2019-10-11 13:13:00,25,NA
"656","82","Gniby","fertilized","s4",NA,NA,NA,NA,NA,465,NA,NA,NA
"657","83","Gniby","control","s1",37,57.7,30,14,0.01,NA,2019-09-04 12:56:00,13,0.009
"658","83","Gniby","control","s2",29,76.8,60,13,NA,NA,2019-09-24 08:13:00,12,NA
"659","83","Gniby","control","s3",36.5,44,90,18,NA,NA,2019-10-12 12:48:00,16,NA
"660","83","Gniby","control","s4",NA,NA,NA,NA,NA,370,NA,NA,NA
"661","83","Gniby","fertilized","s1",37,57.7,25,11,0,NA,2019-09-04 12:38:00,10,0
"662","83","Gniby","fertilized","s2",29,77,75,2,NA,NA,2019-09-24 08:20:00,2,NA
"663","83","Gniby","fertilized","s3",36,46,75,13,NA,NA,2019-10-12 12:40:00,12,NA
"664","83","Gniby","fertilized","s4",NA,NA,NA,NA,NA,615,NA,NA,NA
"665","84","Gniby","control","s1",31.7,65.8,30,21,NA,NA,2019-09-03 09:33:00,19,NA
"666","84","Gniby","control","s2",29,73,30,19,NA,NA,2019-09-22 18:43:00,17,NA
"667","84","Gniby","control","s3",34,59,59,26,0.1,NA,2019-10-12 09:51:00,23,0.09
"668","84","Gniby","control","s4",NA,NA,NA,NA,NA,270,NA,NA,NA
"669","84","Gniby","fertilized","s1",31.7,65.8,25,27,NA,NA,2019-09-03 09:45:00,24,NA
"670","84","Gniby","fertilized","s2",29,73.7,75,41,NA,NA,2019-09-22 18:51:00,37,NA
"671","84","Gniby","fertilized","s3",34,59,50,10,0,NA,2019-10-12 09:52:00,9,0
"672","84","Gniby","fertilized","s4",NA,NA,NA,NA,NA,900,NA,NA,NA
"673","85","Gniby","control","s1",38.7,58.7,30,64,NA,NA,2019-09-03 13:17:00,58,NA
"674","85","Gniby","control","s2",34.3,56,60,31,NA,NA,2019-09-23 10:45:00,28,NA
"675","85","Gniby","control","s3",38.4,35.6,30,9,NA,NA,2019-10-12 11:53:00,8,NA
"676","85","Gniby","control","s4",NA,NA,NA,NA,NA,350,NA,NA,NA
"677","85","Gniby","fertilized","s1",38.7,58.7,35,77,NA,NA,2019-09-03 13:28:00,69,NA
"678","85","Gniby","fertilized","s2",35,56,75,12,NA,NA,2019-09-23 11:30:00,11,NA
"679","85","Gniby","fertilized","s3",38.4,35.6,55,16,NA,NA,2019-10-12 11:55:00,14,NA
"680","85","Gniby","fertilized","s4",NA,NA,NA,NA,NA,645,NA,NA,NA
"681","86","Gniby","control","s1",39.5,51.5,45,52,0.2,NA,2019-09-03 12:06:00,47,0.18
"682","86","Gniby","control","s2",34,57,80,18,NA,NA,2019-09-23 11:51:00,16,NA
"683","86","Gniby","control","s3",37.5,47.7,35,14,NA,NA,2019-10-12 10:58:00,13,NA
"684","86","Gniby","control","s4",NA,NA,NA,NA,NA,450,NA,NA,NA
"685","86","Gniby","fertilized","s1",39.5,51.5,40,56,0.15,NA,2019-09-03 12:20:00,50,0.135
"686","86","Gniby","fertilized","s2",34,57,60,8,NA,NA,2019-09-23 11:59:00,7,NA
"687","86","Gniby","fertilized","s3",35,53,90,2,NA,NA,2019-10-12 10:59:00,2,NA
"688","86","Gniby","fertilized","s4",NA,NA,NA,NA,NA,500,NA,NA,NA
"689","87","Gniby","control","s1",37.1,57.2,45,32,NA,NA,2019-09-02 16:05:00,29,NA
"690","87","Gniby","control","s2",30,70,50,7,NA,NA,2019-09-23 17:38:00,6,NA
"691","87","Gniby","control","s3",32.5,68.9,30,52,0.15,NA,2019-10-11 18:25:00,47,0.135
"692","87","Gniby","control","s4",NA,NA,NA,NA,NA,50,NA,NA,NA
"693","87","Gniby","fertilized","s1",37.1,57.2,40,18,NA,NA,2019-09-02 16:10:00,16,NA
"694","87","Gniby","fertilized","s2",30,70,35,20,NA,NA,2019-09-23 17:52:00,18,NA
"695","87","Gniby","fertilized","s3",32.5,68.9,35,25,0.05,NA,2019-10-11 18:40:00,22,0.045
"696","87","Gniby","fertilized","s4",NA,NA,NA,NA,NA,200,NA,NA,NA
"697","88","Gniby","control","s1",30.5,76.1,45,13,NA,NA,2019-09-05 08:29:00,12,NA
"698","88","Gniby","control","s2",37.6,62.1,80,4,NA,NA,2019-09-24 14:48:00,4,NA
"699","88","Gniby","control","s3",39.6,36.5,90,4,NA,NA,2019-10-11 15:40:00,4,NA
"700","88","Gniby","control","s4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"701","88","Gniby","fertilized","s1",30.5,76.1,30,0,NA,NA,2019-09-05 08:45:00,0,NA
"702","88","Gniby","fertilized","s2",37.7,61.5,90,1,NA,NA,2019-09-24 14:57:00,1,NA
"703","88","Gniby","fertilized","s3",39.6,36.6,95,4,NA,NA,2019-10-11 15:54:00,4,NA
"704","88","Gniby","fertilized","s4",NA,NA,NA,NA,NA,610,NA,NA,NA
"705","89","Gniby","control","s1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"706","89","Gniby","control","s2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"707","89","Gniby","control","s3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"708","89","Gniby","control","s4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"709","89","Gniby","fertilized","s1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"710","89","Gniby","fertilized","s2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"711","89","Gniby","fertilized","s3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"712","89","Gniby","fertilized","s4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"713","90","Gniby","control","s1",35.7,64.8,35,27,NA,NA,2019-09-05 12:00:00,24,NA
"714","90","Gniby","control","s2",36.3,62.9,90,5,NA,NA,2019-09-24 15:12:00,4,NA
"715","90","Gniby","control","s3",37.4,39.4,85,15,NA,NA,2019-10-11 13:04:00,14,NA
"716","90","Gniby","control","s4",NA,NA,NA,NA,NA,400,NA,NA,NA
"717","90","Gniby","fertilized","s1",35.7,64.8,45,11,NA,NA,2019-09-05 12:10:00,10,NA
"718","90","Gniby","fertilized","s2",36.3,62.9,95,2,NA,NA,2019-09-24 15:12:00,2,NA
"719","90","Gniby","fertilized","s3",37.4,39.5,98,7,NA,NA,2019-10-11 13:23:00,6,NA
"720","90","Gniby","fertilized","s4",NA,NA,NA,NA,NA,1040,NA,NA,NA
"721","91","Gniby","control","s1",30,72.6,45,57,NA,NA,2019-09-03 08:42:00,51,NA
"722","91","Gniby","control","s2",29.1,74,80,9,0.05,NA,2019-09-25 07:51:00,8,0.045
"723","91","Gniby","control","s3",38.9,37.5,15,37,0,NA,2019-10-12 12:33:00,33,0
"724","91","Gniby","control","s4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"725","91","Gniby","fertilized","s1",30,72.6,50,33,NA,NA,2019-09-03 08:50:00,30,NA
"726","91","Gniby","fertilized","s2",29,74.5,75,35,0.1,NA,2019-09-25 07:59:00,32,0.09
"727","91","Gniby","fertilized","s3",38.9,37,70,28,0,NA,2019-10-12 12:34:00,25,0
"728","91","Gniby","fertilized","s4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"729","92","Gniby","control","s1",35.9,68.2,50,8,NA,NA,2019-09-05 13:30:00,7,NA
"730","92","Gniby","control","s2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"731","92","Gniby","control","s3",30.2,74.1,90,21,NA,NA,2019-10-12 08:30:00,19,NA
"732","92","Gniby","control","s4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"733","92","Gniby","fertilized","s1",35.9,68.2,30,15,NA,NA,2019-09-05 13:45:00,14,NA
"734","92","Gniby","fertilized","s2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"735","92","Gniby","fertilized","s3",30,74,90,14,NA,NA,2019-10-12 08:26:00,13,NA
"736","92","Gniby","fertilized","s4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"737","93","Gniby","control","s1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"738","93","Gniby","control","s2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"739","93","Gniby","control","s3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"740","93","Gniby","control","s4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"741","93","Gniby","fertilized","s1",35.1,71.7,20,20,NA,NA,2019-09-05 10:49:00,18,NA
"742","93","Gniby","fertilized","s2",35.3,62.5,95,3,NA,NA,2019-09-25 12:23:00,3,NA
"743","93","Gniby","fertilized","s3",36.4,44,95,5,NA,NA,2019-10-11 12:51:00,4,NA
"744","93","Gniby","fertilized","s4",NA,NA,NA,NA,NA,1200,NA,NA,NA
"745","94","Gniby","control","s1",40.4,45.1,30,21,0.05,NA,2019-09-02 15:40:00,19,0.045
"746","94","Gniby","control","s2",26,88,35,20,NA,NA,2019-09-25 07:32:00,18,NA
"747","94","Gniby","control","s3",33.5,70,50,9,NA,NA,2019-10-11 09:11:00,8,NA
"748","94","Gniby","control","s4",NA,NA,NA,NA,NA,75,NA,NA,NA
"749","94","Gniby","fertilized","s1",40.4,45.1,45,14,0,NA,2019-09-02 15:26:00,13,0
"750","94","Gniby","fertilized","s2",26,88,25,3,NA,NA,2019-09-25 07:19:00,3,NA
"751","94","Gniby","fertilized","s3",33.5,66,35,12,NA,NA,2019-10-11 09:11:00,11,NA
"752","94","Gniby","fertilized","s4",NA,NA,NA,NA,NA,135,NA,NA,NA
"753","95","Gniby","control","s1",36.6,56.9,30,28,NA,NA,2019-09-02 16:35:00,25,NA
"754","95","Gniby","control","s2",30,71,50,10,NA,NA,2019-09-25 09:07:00,9,NA
"755","95","Gniby","control","s3",32,70,60,5,NA,NA,2019-10-12 09:07:00,4,NA
"756","95","Gniby","control","s4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"757","95","Gniby","fertilized","s1",36.6,56.9,40,7,NA,NA,2019-09-02 16:45:00,6,NA
"758","95","Gniby","fertilized","s2",30,71,75,16,NA,NA,2019-09-25 08:52:00,14,NA
"759","95","Gniby","fertilized","s3",32,68,80,10,NA,NA,2019-10-12 09:05:00,9,NA
"760","95","Gniby","fertilized","s4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"761","96","Gniby","control","s1",38.7,64,30,17,NA,NA,2019-09-05 15:05:00,15,NA
"762","96","Gniby","control","s2",29,73.2,40,33,NA,NA,2019-09-25 08:14:00,30,NA
"763","96","Gniby","control","s3",36.7,43.2,40,30,NA,NA,2019-10-11 17:00:00,27,NA
"764","96","Gniby","control","s4",NA,NA,NA,NA,NA,50,NA,NA,NA
"765","96","Gniby","fertilized","s1",38.7,64,25,10,NA,NA,2019-09-05 15:16:00,9,NA
"766","96","Gniby","fertilized","s2",28.9,74,55,9,NA,NA,2019-09-25 08:05:00,8,NA
"767","96","Gniby","fertilized","s3",37.5,40.6,55,18,NA,NA,2019-10-11 16:59:00,16,NA
"768","96","Gniby","fertilized","s4",NA,NA,NA,NA,NA,190,NA,NA,NA
"769","97","Gniby","control","s1",34.4,59.5,40,77,NA,NA,2019-09-02 17:20:00,69,NA
"770","97","Gniby","control","s2",32,54,90,33,0.15,NA,2019-09-25 11:23:00,30,0.135
"771","97","Gniby","control","s3",37.6,40.6,30,57,0,NA,2019-10-11 16:49:00,51,0
"772","97","Gniby","control","s4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"773","97","Gniby","fertilized","s1",34.4,59.5,50,40,NA,NA,2019-09-02 17:29:00,36,NA
"774","97","Gniby","fertilized","s2",32,54,50,4,0,NA,2019-09-25 11:31:00,4,0
"775","97","Gniby","fertilized","s3",37.6,40.6,60,36,0,NA,2019-10-11 16:47:00,32,0
"776","97","Gniby","fertilized","s4",NA,NA,NA,NA,NA,262,NA,NA,NA
"777","98","Gniby","control","s1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"778","98","Gniby","control","s2",37.4,56.9,50,11,NA,NA,NA,10,NA
"779","98","Gniby","control","s3",38.4,37.7,65,13,NA,NA,2019-10-11 16:28:00,12,NA
"780","98","Gniby","control","s4",NA,NA,NA,NA,NA,160,NA,NA,NA
"781","98","Gniby","fertilized","s1",30.5,73.4,60,3,NA,NA,2019-09-05 07:53:00,3,NA
"782","98","Gniby","fertilized","s2",37.3,59,75,5,NA,NA,2019-09-22 14:30:00,4,NA
"783","98","Gniby","fertilized","s3",38.4,37.7,75,7,NA,NA,2019-10-11 16:12:00,6,NA
"784","98","Gniby","fertilized","s4",NA,NA,NA,NA,NA,720,NA,NA,NA
"785","99","Gniby","control","s1",32.2,74.4,25,23,NA,NA,2019-09-04 08:58:00,21,NA
"786","99","Gniby","control","s2",30.4,68.3,65,6,NA,NA,2019-09-25 09:03:00,5,NA
"787","99","Gniby","control","s3",32.4,67.8,50,20,NA,NA,2019-10-11 09:27:00,18,NA
"788","99","Gniby","control","s4",NA,NA,NA,NA,NA,140,NA,NA,NA
"789","99","Gniby","fertilized","s1",32.2,74.4,40,15,NA,NA,2019-09-04 09:17:00,14,NA
"790","99","Gniby","fertilized","s2",30.2,68.5,85,1,NA,NA,2019-09-25 09:24:00,1,NA
"791","99","Gniby","fertilized","s3",30.2,68.5,90,4,NA,NA,2019-10-12 09:18:00,4,NA
"792","99","Gniby","fertilized","s4",NA,NA,NA,NA,NA,780,NA,NA,NA
"793","100","Gniby","control","s1",37.7,52.8,50,23,NA,NA,2019-09-03 11:11:00,21,NA
"794","100","Gniby","control","s2",25,78,45,12,0.1,NA,2019-09-24 07:17:00,11,0.09
"795","100","Gniby","control","s3",25,78,45,3,0.1,NA,2019-10-12 10:03:00,3,0.09
"796","100","Gniby","control","s4",NA,NA,NA,NA,NA,100,NA,NA,NA
"797","100","Gniby","fertilized","s1",37.7,52.8,45,24,NA,NA,2019-09-03 11:24:00,22,NA
"798","100","Gniby","fertilized","s2",25,78,80,4,0.01,NA,2019-09-24 07:33:00,4,0.009
"799","100","Gniby","fertilized","s3",25,78,70,18,0.01,NA,2019-10-12 10:35:00,16,0.009
"800","100","Gniby","fertilized","s4",NA,NA,NA,NA,NA,320,NA,NA,NA
