"","farmer_num","village","treatment","survey","temp_c","humidity_percent","ground_cover_percent","ose_num","att_mil","yield","datetime","ose_num_adj","att_mil_adj"
"282","36","Gossas","control","s2",35.2,54.6,50,47,NA,NA,2019-09-23 11:50:00,40,NA
"283","36","Gossas","control","s3",36.2,58.3,50,30,0.1,NA,2019-10-10 10:33:00,26,0.085
"284","36","Gossas","control","s4",NA,NA,NA,NA,NA,114,NA,NA,NA
"285","36","Gossas","fertilized","s1",29,78.9,50,36,NA,NA,2019-09-05 09:00:00,31,NA
"286","36","Gossas","fertilized","s2",35.2,54.6,50,11,NA,NA,2019-09-23 11:40:00,9,NA
"287","36","Gossas","fertilized","s3",36.2,58,50,4,0,NA,2019-10-10 10:47:00,3,0
"288","36","Gossas","fertilized","s4",NA,NA,NA,NA,NA,313,NA,NA,NA
"289","37","Gossas","control","s1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","37","Gossas","control","s2",31,67.8,90,45,NA,NA,2019-09-22 08:40:00,38,NA
"291","37","Gossas","control","s3",33.1,71.3,90,19,NA,NA,2019-10-10 09:51:00,16,NA
"292","37","Gossas","control","s4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","37","Gossas","fertilized","s1",31,50,30,50,NA,NA,2019-09-03 10:40:00,42,NA
"294","37","Gossas","fertilized","s2",31,67.5,75,13,NA,NA,2019-09-22 08:45:00,11,NA
"295","37","Gossas","fertilized","s3",33.1,71.2,75,6,NA,NA,2019-10-10 09:59:00,5,NA
"296","37","Gossas","fertilized","s4",NA,NA,NA,NA,NA,455,NA,NA,NA
"297","38","Gossas","control","s1",35.9,57.7,30,28,NA,NA,2019-09-04 10:00:00,24,NA
"298","38","Gossas","control","s2",35,57.1,30,29,NA,NA,2019-09-21 17:52:00,25,NA
"299","38","Gossas","control","s3",35,57.1,30,29,0.05,NA,2019-10-10 17:52:00,25,0.0425
"300","38","Gossas","control","s4",NA,NA,NA,NA,NA,456,NA,NA,NA
"301","38","Gossas","fertilized","s1",31,73.6,25,23,NA,NA,2019-09-05 10:00:00,20,NA
"302","38","Gossas","fertilized","s2",35.6,53.8,25,6,NA,NA,2019-09-21 17:46:00,5,NA
"303","38","Gossas","fertilized","s3",35.6,53.8,25,6,0,NA,2019-10-10 17:46:00,5,0
"304","38","Gossas","fertilized","s4",NA,NA,NA,NA,NA,1711,NA,NA,NA
"305","39","Gossas","control","s1",38,52,20,51,NA,NA,2019-09-03 13:12:00,43,NA
"306","39","Gossas","control","s2",33.6,60.8,80,41,NA,NA,2019-09-23 10:10:00,35,NA
"307","39","Gossas","control","s3",35.1,67.4,80,14,NA,NA,2019-10-10 11:10:00,12,NA
"308","39","Gossas","control","s4",NA,NA,NA,NA,NA,113,NA,NA,NA
"309","39","Gossas","fertilized","s1",36,56.9,30,65,NA,NA,2019-09-03 13:12:00,55,NA
"310","39","Gossas","fertilized","s2",33.6,60.8,70,14,NA,NA,2019-09-23 10:10:00,12,NA
"311","39","Gossas","fertilized","s3",35.1,67.4,70,5,NA,NA,2019-10-10 10:58:00,4,NA
"312","39","Gossas","fertilized","s4",NA,NA,NA,NA,NA,182,NA,NA,NA
"313","40","Gossas","control","s1",38,52,35,51,NA,NA,2019-09-04 13:00:00,43,NA
"314","40","Gossas","control","s2",30.3,70.7,55,21,NA,NA,2019-09-22 09:05:00,18,NA
"315","40","Gossas","control","s3",35.4,66.3,55,30,0.1,NA,2019-10-11 18:43:00,26,0.085
"316","40","Gossas","control","s4",NA,NA,NA,NA,NA,302,NA,NA,NA
"317","40","Gossas","fertilized","s1",38,52,40,65,NA,NA,2019-09-04 13:12:00,55,NA
"318","40","Gossas","fertilized","s2",37.1,51.5,40,10,NA,NA,2019-09-21 17:20:00,8,NA
"319","40","Gossas","fertilized","s3",35.3,65.9,40,21,0.05,NA,2019-10-11 18:22:00,18,0.0425
"320","40","Gossas","fertilized","s4",NA,NA,NA,NA,NA,925,NA,NA,NA
"321","41","Gossas","control","s1",38,50.2,40,33,NA,NA,2019-09-04 12:30:00,28,NA
"322","41","Gossas","control","s2",36,59.1,40,5,0.01,NA,2019-09-22 11:17:00,4,0.0085
"323","41","Gossas","control","s3",34,68,40,17,0.05,NA,2019-10-10 13:12:00,14,0.0425
"324","41","Gossas","control","s4",NA,NA,NA,NA,NA,84,NA,NA,NA
"325","41","Gossas","fertilized","s1",38,50.2,30,38,NA,NA,2019-09-04 13:40:00,32,NA
"326","41","Gossas","fertilized","s2",36,59.1,30,23,0.1,NA,2019-09-22 11:17:00,20,0.085
"327","41","Gossas","fertilized","s3",34,68,30,5,0,NA,2019-10-10 13:28:00,4,0
"328","41","Gossas","fertilized","s4",NA,NA,NA,NA,NA,432,NA,NA,NA
"329","42","Gossas","control","s1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","42","Gossas","control","s2",32.9,67.1,25,8,NA,NA,2019-09-22 10:35:00,7,NA
"331","42","Gossas","control","s3",32.9,67.1,25,8,NA,NA,2019-10-10 10:35:00,7,NA
"332","42","Gossas","control","s4",NA,NA,NA,NA,NA,826,NA,NA,NA
"333","42","Gossas","fertilized","s1",41,41,30,44,NA,NA,2019-09-03 13:40:00,37,NA
"334","42","Gossas","fertilized","s2",33.5,64.6,30,8,NA,NA,2019-09-22 11:47:00,7,NA
"335","42","Gossas","fertilized","s3",33.5,64.6,30,8,NA,NA,2019-10-10 11:47:00,7,NA
"336","42","Gossas","fertilized","s4",NA,NA,NA,NA,NA,900,NA,NA,NA
"337","43","Gossas","control","s1",32.5,67.9,35,48,NA,NA,2019-09-04 16:30:00,41,NA
"338","43","Gossas","control","s2",35,59.3,80,8,NA,NA,2019-09-22 12:30:00,7,NA
"339","43","Gossas","control","s3",37.1,49.7,80,31,NA,NA,2019-10-11 10:31:00,26,NA
"340","43","Gossas","control","s4",NA,NA,NA,NA,NA,98,NA,NA,NA
"341","43","Gossas","fertilized","s1",32.5,67.9,35,36,NA,NA,2019-09-04 16:30:00,31,NA
"342","43","Gossas","fertilized","s2",35,59.3,30,8,NA,NA,2019-09-22 12:30:00,7,NA
"343","43","Gossas","fertilized","s3",36.9,53.8,30,11,NA,NA,2019-10-11 10:17:00,9,NA
"344","43","Gossas","fertilized","s4",NA,NA,NA,NA,NA,278,NA,NA,NA
"345","44","Gossas","control","s1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"346","44","Gossas","control","s2",33,65.6,60,41,NA,NA,2019-09-22 09:50:00,35,NA
"347","44","Gossas","control","s3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"348","44","Gossas","control","s4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"349","44","Gossas","fertilized","s1",28.9,78.3,45,30,NA,NA,2019-09-05 08:51:00,26,NA
"350","44","Gossas","fertilized","s2",33,65.6,45,5,NA,NA,2019-09-05 08:51:00,4,NA
"351","44","Gossas","fertilized","s3",33,65.6,45,23,NA,NA,2019-10-12 08:27:00,20,NA
"352","44","Gossas","fertilized","s4",NA,NA,NA,NA,NA,248,NA,NA,NA
"353","45","Gossas","control","s1",28.7,80.7,50,26,NA,NA,2019-09-05 09:25:00,22,NA
"354","45","Gossas","control","s2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"355","45","Gossas","control","s3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"356","45","Gossas","control","s4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"357","45","Gossas","fertilized","s1",28.7,80.7,50,29,NA,NA,2019-09-05 09:25:00,25,NA
"358","45","Gossas","fertilized","s2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"359","45","Gossas","fertilized","s3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"360","45","Gossas","fertilized","s4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"361","46","Gossas","control","s1",36,63,35,69,NA,NA,2019-09-04 17:25:00,59,NA
"362","46","Gossas","control","s2",33.8,62.3,35,15,0.05,NA,2019-09-22 17:10:00,13,0.0425
"363","46","Gossas","control","s3",34,62,35,16,NA,NA,2019-10-09 16:24:00,14,NA
"364","46","Gossas","control","s4",NA,NA,NA,NA,NA,372,NA,NA,NA
"365","46","Gossas","fertilized","s1",35.2,56.2,35,50,NA,NA,2019-09-04 18:05:00,42,NA
"366","46","Gossas","fertilized","s2",34.3,60.5,30,11,0.01,NA,2019-09-22 17:20:00,9,0.0085
"367","46","Gossas","fertilized","s3",34,62.1,30,3,NA,NA,2019-10-09 16:38:00,3,NA
"368","46","Gossas","fertilized","s4",NA,NA,NA,NA,NA,558,NA,NA,NA
"369","47","Gossas","control","s1",28,77,30,27,NA,NA,2019-09-05 08:35:00,23,NA
"370","47","Gossas","control","s2",36,53.8,30,17,NA,NA,2019-09-21 12:35:00,14,NA
"371","47","Gossas","control","s3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"372","47","Gossas","control","s4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"373","47","Gossas","fertilized","s1",28.3,78,40,19,NA,NA,2019-09-05 08:45:00,16,NA
"374","47","Gossas","fertilized","s2",36,53.8,40,15,NA,NA,2019-09-21 12:45:00,13,NA
"375","47","Gossas","fertilized","s3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"376","47","Gossas","fertilized","s4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"377","48","Gossas","control","s1",31.6,50,40,17,NA,NA,2019-09-03 10:55:00,14,NA
"378","48","Gossas","control","s2",30.4,69.3,30,11,NA,NA,2019-09-22 08:35:00,9,NA
"379","48","Gossas","control","s3",35,60.6,30,37,NA,NA,2019-10-12 11:05:00,31,NA
"380","48","Gossas","control","s4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"381","48","Gossas","fertilized","s1",31.6,50,35,50,NA,NA,2019-09-03 10:55:00,42,NA
"382","48","Gossas","fertilized","s2",30.4,69.3,45,12,NA,NA,2019-09-22 08:25:00,10,NA
"383","48","Gossas","fertilized","s3",35,60.6,45,24,NA,NA,2019-10-12 11:31:00,20,NA
"384","48","Gossas","fertilized","s4",NA,NA,NA,NA,NA,676,NA,NA,NA
"385","49","Gossas","control","s1",35,56,50,45,NA,NA,2019-09-03 13:30:00,38,NA
"386","49","Gossas","control","s2",35.9,53.7,50,24,0.1,NA,2019-09-21 17:39:00,20,0.085
"387","49","Gossas","control","s3",34.6,68.1,50,22,NA,NA,2019-10-10 11:53:00,19,NA
"388","49","Gossas","control","s4",NA,NA,NA,NA,NA,691,NA,NA,NA
"389","49","Gossas","fertilized","s1",35,56,50,23,NA,NA,2019-09-03 13:35:00,20,NA
"390","49","Gossas","fertilized","s2",35.9,53.7,50,8,0.05,NA,2019-09-21 17:32:00,7,0.0425
"391","49","Gossas","fertilized","s3",34.6,68.2,50,6,NA,NA,2019-10-10 12:57:00,5,NA
"392","49","Gossas","fertilized","s4",NA,NA,NA,NA,NA,996,NA,NA,NA
"393","50","Gossas","control","s1",34,58.5,50,42,NA,NA,2019-09-02 18:25:00,36,NA
"394","50","Gossas","control","s2",32.4,65.8,50,24,0.15,NA,2019-09-21 18:57:00,20,0.1275
"395","50","Gossas","control","s3",38.8,68.7,50,22,NA,NA,2019-10-11 11:36:00,19,NA
"396","50","Gossas","control","s4",NA,NA,NA,NA,NA,359,NA,NA,NA
"397","50","Gossas","fertilized","s1",34,58.5,45,46,NA,NA,2019-09-02 18:25:00,39,NA
"398","50","Gossas","fertilized","s2",32.4,65.8,45,4,0.01,NA,2019-09-21 18:57:00,3,0.0085
"399","50","Gossas","fertilized","s3",32.4,65.8,45,4,NA,NA,2019-10-11 18:57:00,3,NA
"400","50","Gossas","fertilized","s4",NA,NA,NA,NA,NA,453,NA,NA,NA
"401","51","Gniby","control","s1",40,52.8,20,23,NA,NA,2019-09-02 13:35:00,21,NA
"402","51","Gniby","control","s2",32.2,57.2,55,3,NA,NA,2019-09-22 09:00:00,3,NA
"403","51","Gniby","control","s3",35.4,50.8,55,11,NA,NA,2019-10-11 10:39:00,10,NA
"404","51","Gniby","control","s4",NA,NA,NA,NA,NA,540,NA,NA,NA
"405","51","Gniby","fertilized","s1",40,52.8,35,20,NA,NA,2019-09-02 13:27:00,18,NA
"406","51","Gniby","fertilized","s2",32.1,56.5,60,3,NA,NA,2019-09-22 09:13:00,3,NA
"407","51","Gniby","fertilized","s3",35.3,54.6,60,6,NA,NA,2019-10-11 10:29:00,5,NA
"408","51","Gniby","fertilized","s4",NA,NA,NA,NA,NA,720,NA,NA,NA
"409","52","Gniby","control","s1",40.3,45.1,20,33,NA,NA,2019-09-02 17:28:00,30,NA
"410","52","Gniby","control","s2",26,83,30,23,0.1,NA,2019-09-22 07:28:00,21,0.09
"411","52","Gniby","control","s3",34.4,56,30,42,NA,NA,2019-10-11 09:41:00,38,NA
"412","52","Gniby","control","s4",NA,NA,NA,NA,NA,95,NA,NA,NA
"413","52","Gniby","fertilized","s1",40.3,45.1,45,23,NA,NA,2019-09-02 17:20:00,21,NA
"414","52","Gniby","fertilized","s2",26,83,80,7,0.03,NA,2019-09-22 07:20:00,6,0.027
"415","52","Gniby","fertilized","s3",34.4,56,70,10,NA,NA,2019-10-11 09:42:00,9,NA
"416","52","Gniby","fertilized","s4",NA,NA,NA,NA,NA,630,NA,NA,NA
"417","53","Gniby","control","s1",36.7,56.6,45,17,NA,NA,2019-09-05 14:28:00,15,NA
"418","53","Gniby","control","s2",29,78,40,13,NA,NA,2019-09-22 08:00:00,12,NA
"419","53","Gniby","control","s3",36.4,43,40,6,NA,NA,2019-10-11 11:52:00,5,NA
"420","53","Gniby","control","s4",NA,NA,NA,NA,NA,214,NA,NA,NA
"421","53","Gniby","fertilized","s1",36.7,56.6,30,13,NA,NA,2019-09-05 14:20:00,12,NA
"422","53","Gniby","fertilized","s2",29,78,60,11,NA,NA,2019-09-22 08:10:00,10,NA
"423","53","Gniby","fertilized","s3",36.4,43.6,60,12,NA,NA,2019-10-11 11:52:00,11,NA
"424","53","Gniby","fertilized","s4",NA,NA,NA,NA,NA,722,NA,NA,NA
"425","54","Gniby","control","s1",35.4,61.2,25,24,NA,NA,2019-09-05 13:14:00,22,NA
"426","54","Gniby","control","s2",36.3,69.5,40,16,NA,NA,2019-09-22 14:13:00,14,NA
"427","54","Gniby","control","s3",30.7,68.3,55,17,0.1,NA,2019-10-11 08:22:00,15,0.09
"428","54","Gniby","control","s4",NA,NA,NA,NA,NA,130,NA,NA,NA
"429","54","Gniby","fertilized","s1",35.4,61.2,30,13,NA,NA,2019-09-05 13:38:00,12,NA
"430","54","Gniby","fertilized","s2",36.5,69.2,85,3,NA,NA,2019-09-22 14:03:00,3,NA
"431","54","Gniby","fertilized","s3",30.7,68.3,90,5,0.01,NA,2019-10-11 08:32:00,4,0.009
"432","54","Gniby","fertilized","s4",NA,NA,NA,NA,NA,630,NA,NA,NA
"433","55","Gniby","control","s1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"434","55","Gniby","control","s2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"435","55","Gniby","control","s3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"436","55","Gniby","control","s4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"437","55","Gniby","fertilized","s1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"438","55","Gniby","fertilized","s2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"439","55","Gniby","fertilized","s3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"440","55","Gniby","fertilized","s4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"441","56","Gniby","control","s1",28.8,83.3,20,74,0.25,NA,2019-09-02 07:27:00,67,0.225
"442","56","Gniby","control","s2",23,88,20,6,NA,NA,2019-09-22 08:50:00,5,NA
"443","56","Gniby","control","s3",31,67,60,18,0.15,NA,2019-10-11 08:20:00,16,0.135
"444","56","Gniby","control","s4",NA,NA,NA,NA,NA,150,NA,NA,NA
"445","56","Gniby","fertilized","s1",28.8,83.3,45,23,0.03,NA,2019-09-02 07:49:00,21,0.027
"446","56","Gniby","fertilized","s2",23,88,45,41,NA,NA,2019-09-22 08:58:00,37,NA
"447","56","Gniby","fertilized","s3",31,67,65,5,0,NA,2019-10-11 08:20:00,4,0
"448","56","Gniby","fertilized","s4",NA,NA,NA,NA,NA,500,NA,NA,NA
"449","57","Gniby","control","s1",34.1,65.6,50,67,0.4,NA,2019-09-02 09:42:00,60,0.36
"450","57","Gniby","control","s2",32,52,10,19,NA,NA,2019-09-23 09:00:00,17,NA
"451","57","Gniby","control","s3",35.5,50,15,18,NA,NA,2019-10-11 10:57:00,16,NA
"452","57","Gniby","control","s4",NA,NA,NA,NA,NA,160,NA,NA,NA
"453","57","Gniby","fertilized","s1",34.1,65.6,50,38,0.2,NA,2019-09-02 09:57:00,34,0.18
"454","57","Gniby","fertilized","s2",32,52,50,26,NA,NA,2019-09-23 09:15:00,23,NA
"455","57","Gniby","fertilized","s3",35.5,50,45,14,NA,NA,2019-10-11 10:51:00,13,NA
"456","57","Gniby","fertilized","s4",NA,NA,NA,NA,NA,400,NA,NA,NA
"457","58","Gniby","control","s1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"458","58","Gniby","control","s2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"459","58","Gniby","control","s3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"460","58","Gniby","control","s4",NA,NA,NA,NA,NA,285,NA,NA,NA
"461","58","Gniby","fertilized","s1",40.9,48.3,30,35,NA,NA,2019-09-02 17:51:00,32,NA
"462","58","Gniby","fertilized","s2",29,72,35,7,NA,NA,2019-09-24 08:05:00,6,NA
"463","58","Gniby","fertilized","s3",38,44,80,16,NA,NA,2019-10-11 10:20:00,14,NA
"464","58","Gniby","fertilized","s4",NA,NA,NA,NA,NA,1170,NA,NA,NA
"465","59","Gniby","control","s1",41,47.2,35,17,NA,NA,2019-09-02 15:38:00,15,NA
"466","59","Gniby","control","s2",25,88,30,4,NA,NA,2019-09-23 07:38:00,4,NA
"467","59","Gniby","control","s3",31,67,40,8,NA,NA,2019-10-11 08:50:00,7,NA
"468","59","Gniby","control","s4",NA,NA,NA,NA,NA,285,NA,NA,NA
"469","59","Gniby","fertilized","s1",41,47.2,45,26,NA,NA,2019-09-02 15:26:00,23,NA
"470","59","Gniby","fertilized","s2",25,88,45,15,NA,NA,2019-09-23 07:10:00,14,NA
"471","59","Gniby","fertilized","s3",31,67,80,7,NA,NA,2019-10-11 08:30:00,6,NA
"472","59","Gniby","fertilized","s4",NA,NA,NA,NA,NA,665,NA,NA,NA
"473","60","Gniby","control","s1",32.6,70.5,20,23,NA,NA,2019-09-05 10:20:00,21,NA
"474","60","Gniby","control","s2",36.9,63.3,75,8,0,NA,2019-09-22 15:07:00,7,0
"475","60","Gniby","control","s3",32.7,62.9,85,11,NA,NA,2019-10-11 09:05:00,10,NA
"476","60","Gniby","control","s4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"477","60","Gniby","fertilized","s1",32.6,70.5,45,2,NA,NA,2019-09-05 10:30:00,2,NA
"478","60","Gniby","fertilized","s2",36.9,63.2,85,2,0,NA,2019-09-22 15:16:00,2,0
"479","60","Gniby","fertilized","s3",32.7,62.9,95,3,NA,NA,2019-10-11 08:50:00,3,NA
"480","60","Gniby","fertilized","s4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"481","61","Gniby","control","s1",37.5,55.2,50,34,0.2,NA,2019-09-02 16:27:00,31,0.18
"482","61","Gniby","control","s2",30,66,50,33,NA,NA,2019-09-23 09:37:00,30,NA
"483","61","Gniby","control","s3",36.6,43.9,40,53,0.15,NA,2019-10-11 17:30:00,48,0.135
"484","61","Gniby","control","s4",NA,NA,NA,NA,NA,341,NA,NA,NA
"485","61","Gniby","fertilized","s1",37.5,55.2,20,23,0.05,NA,2019-09-02 16:20:00,21,0.045
"486","61","Gniby","fertilized","s2",30,66,70,13,NA,NA,2019-09-23 09:20:00,12,NA
"487","61","Gniby","fertilized","s3",36.6,43.9,80,26,0.05,NA,2019-10-11 17:30:00,23,0.045
"488","61","Gniby","fertilized","s4",NA,NA,NA,NA,NA,465,NA,NA,NA
"489","62","Gniby","control","s1",33.9,61.2,30,28,NA,NA,2019-09-02 18:10:00,25,NA
"490","62","Gniby","control","s2",32,62,35,31,NA,NA,2019-09-24 18:10:00,28,NA
"491","62","Gniby","control","s3",38.4,37.7,90,30,0.1,NA,2019-10-11 16:15:00,27,0.09
"492","62","Gniby","control","s4",NA,NA,NA,NA,NA,375,NA,NA,NA
"493","62","Gniby","fertilized","s1",33.9,61.2,20,24,NA,NA,2019-09-02 18:01:00,22,NA
"494","62","Gniby","fertilized","s2",32,61.2,70,21,NA,NA,2019-09-24 18:01:00,19,NA
"495","62","Gniby","fertilized","s3",38.4,37.7,65,14,0.05,NA,2019-10-11 16:15:00,13,0.045
"496","62","Gniby","fertilized","s4",NA,NA,NA,NA,NA,674,NA,NA,NA
"497","63","Gniby","control","s1",33.1,66,35,25,NA,NA,2019-09-02 18:40:00,22,NA
"498","63","Gniby","control","s2",33.1,66,35,25,0.05,NA,2019-09-24 16:51:00,22,0.045
"499","63","Gniby","control","s3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"500","63","Gniby","control","s4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"501","63","Gniby","fertilized","s1",33.1,66,20,17,NA,NA,2019-09-02 18:50:00,15,NA
"502","63","Gniby","fertilized","s2",33.1,66,20,17,0.01,NA,2019-09-24 16:35:00,15,0.009
"503","63","Gniby","fertilized","s3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"504","63","Gniby","fertilized","s4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"505","64","Gniby","control","s1",32.2,66.1,45,31,NA,NA,2019-09-03 19:04:00,28,NA
"506","64","Gniby","control","s2",30,54,30,21,NA,NA,2019-09-24 08:07:00,19,NA
"507","64","Gniby","control","s3",32.6,68.5,30,46,NA,NA,2019-10-11 18:35:00,41,NA
"508","64","Gniby","control","s4",NA,NA,NA,NA,NA,263,NA,NA,NA
"509","64","Gniby","fertilized","s1",32.2,66.1,45,38,NA,NA,2019-09-03 19:17:00,34,NA
"510","64","Gniby","fertilized","s2",30,54,40,6,NA,NA,2019-09-24 08:36:00,5,NA
"511","64","Gniby","fertilized","s3",32.5,68.7,80,29,NA,NA,2019-10-11 18:25:00,26,NA
"512","64","Gniby","fertilized","s4",NA,NA,NA,NA,NA,786,NA,NA,NA
"513","65","Gniby","control","s1",38.1,52.5,50,26,NA,NA,2019-09-03 14:53:00,23,NA
"514","65","Gniby","control","s2",34.5,58,70,28,NA,NA,2019-09-24 13:34:00,25,NA
"515","65","Gniby","control","s3",38,42,50,14,NA,NA,2019-10-12 11:27:00,13,NA
"516","65","Gniby","control","s4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"517","65","Gniby","fertilized","s1",38.1,52.5,60,24,NA,NA,2019-09-03 15:10:00,22,NA
"518","65","Gniby","fertilized","s2",34.5,58.9,60,11,NA,NA,2019-09-24 13:40:00,10,NA
"519","65","Gniby","fertilized","s3",36.5,43.4,85,4,NA,NA,2019-10-12 11:24:00,4,NA
"520","65","Gniby","fertilized","s4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"521","66","Gniby","control","s1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"522","66","Gniby","control","s2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"523","66","Gniby","control","s3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"524","66","Gniby","control","s4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"525","66","Gniby","fertilized","s1",40.3,44.8,45,18,0.2,NA,2019-09-02 17:58:00,16,0.18
"526","66","Gniby","fertilized","s2",25,88,50,12,NA,NA,2019-09-23 07:58:00,11,NA
"527","66","Gniby","fertilized","s3",37.7,48.3,90,11,NA,NA,2019-10-11 10:14:00,10,NA
"528","66","Gniby","fertilized","s4",NA,NA,NA,NA,NA,600,NA,NA,NA
"529","67","Gniby","control","s1",32,67.5,50,9,NA,NA,2019-09-02 19:10:00,8,NA
"530","67","Gniby","control","s2",31,64,50,17,NA,NA,2019-09-24 10:32:00,15,NA
"531","67","Gniby","control","s3",32.8,64,30,18,NA,NA,2019-10-12 09:23:00,16,NA
"532","67","Gniby","control","s4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"533","67","Gniby","fertilized","s1",32,67.5,40,4,0.01,NA,2019-09-02 19:18:00,4,0.009
"534","67","Gniby","fertilized","s2",32,64.8,40,6,NA,NA,2019-09-24 11:00:00,5,NA
"535","67","Gniby","fertilized","s3",32.8,64,80,14,NA,NA,2019-10-12 09:25:00,13,NA
"536","67","Gniby","fertilized","s4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"537","68","Gniby","control","s1",32.6,74.1,40,29,NA,NA,2019-09-04 07:46:00,26,NA
"538","68","Gniby","control","s2",33,72.7,55,18,0.03,NA,2019-09-24 11:00:00,16,0.027
"539","68","Gniby","control","s3",37.5,50,70,24,NA,NA,2019-10-11 10:37:00,22,NA
"540","68","Gniby","control","s4",NA,NA,NA,NA,NA,95,NA,NA,NA
"541","68","Gniby","fertilized","s1",32.6,74.1,45,10,NA,NA,2019-09-04 07:58:00,9,NA
"542","68","Gniby","fertilized","s2",32.8,72.9,65,3,0,NA,2019-09-24 11:30:00,3,0
"543","68","Gniby","fertilized","s3",35.5,50,75,9,NA,NA,2019-10-11 10:44:00,8,NA
"544","68","Gniby","fertilized","s4",NA,NA,NA,NA,NA,300,NA,NA,NA
"545","69","Gniby","control","s1",38.8,57.2,60,45,NA,NA,2019-09-02 10:31:00,40,NA
"546","69","Gniby","control","s2",30,71,50,15,NA,NA,2019-09-24 08:06:00,14,NA
"547","69","Gniby","control","s3",38,45,65,8,NA,NA,2019-10-11 11:35:00,7,NA
"548","69","Gniby","control","s4",NA,NA,NA,NA,NA,300,NA,NA,NA
"549","69","Gniby","fertilized","s1",38.8,57.2,50,15,NA,NA,2019-09-02 10:43:00,14,NA
"550","69","Gniby","fertilized","s2",29,78,25,13,NA,NA,2019-09-24 08:37:00,12,NA
"551","69","Gniby","fertilized","s3",37.5,46,85,6,NA,NA,2019-10-11 11:12:00,5,NA
"552","69","Gniby","fertilized","s4",NA,NA,NA,NA,NA,975,NA,NA,NA
"553","70","Gniby","control","s1",41,48,45,17,NA,NA,2019-09-02 16:40:00,15,NA
"554","70","Gniby","control","s2",26,83,30,5,0,NA,2019-09-22 07:23:00,4,0
"555","70","Gniby","control","s3",34.4,56,35,1,NA,NA,2019-10-11 10:04:00,1,NA
"556","70","Gniby","control","s4",NA,NA,NA,NA,NA,190,NA,NA,NA
"557","70","Gniby","fertilized","s1",41,48,30,21,NA,NA,2019-09-02 16:59:00,19,NA
"558","70","Gniby","fertilized","s2",26,83,75,3,0,NA,2019-09-22 07:29:00,3,0
"559","70","Gniby","fertilized","s3",34.5,56,50,4,NA,NA,2019-10-11 10:12:00,4,NA
"560","70","Gniby","fertilized","s4",NA,NA,NA,NA,NA,760,NA,NA,NA
"561","71","Gniby","control","s1",31.6,73,20,13,NA,NA,2019-09-05 09:09:00,12,NA
"562","71","Gniby","control","s2",36.8,60.6,30,2,NA,NA,2019-09-23 15:16:00,2,NA
"563","71","Gniby","control","s3",38.7,36,65,14,NA,NA,2019-10-11 15:30:00,13,NA
"564","71","Gniby","control","s4",NA,NA,NA,NA,NA,140,NA,NA,NA
"565","71","Gniby","fertilized","s1",31.6,73,30,11,NA,NA,2019-09-05 09:27:00,10,NA
"566","71","Gniby","fertilized","s2",37.1,57,55,9,NA,NA,2019-09-23 15:32:00,8,NA
"567","71","Gniby","fertilized","s3",40.2,33.2,85,9,NA,NA,2019-10-11 15:10:00,8,NA
"568","71","Gniby","fertilized","s4",NA,NA,NA,NA,NA,510,NA,NA,NA
