system:index,date,day,location,maximum_2m_air_temperature,mean_2m_air_temperature,minimum_2m_air_temperature,month,total_precipitation,year,.geo
1_20190528,2019-05-28T00:00:00,28.0,Point1,309.8032418260775,300.99951014598633,293.9097041288973,5.0,0.0,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190529,2019-05-29T00:00:00,29.0,Point1,311.96007504411256,302.56503302159683,294.80101586310616,5.0,0.0,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190530,2019-05-30T00:00:00,30.0,Point1,314.2502557910023,304.92976703115517,298.1191673008607,5.0,0.0,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190531,2019-05-31T00:00:00,31.0,Point1,310.75327946864763,302.67521195874986,295.49774046486016,5.0,0.0,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190601,2019-06-01T00:00:00,1.0,Point1,310.3190728879326,302.15393045237295,295.2439802687005,6.0,0.0,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190602,2019-06-02T00:00:00,2.0,Point1,308.1690115116878,300.18132940861375,293.1552413128706,6.0,0.0,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190603,2019-06-03T00:00:00,3.0,Point1,308.45198351049584,299.7961412453756,291.9085921894606,6.0,0.0,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190604,2019-06-04T00:00:00,4.0,Point1,307.00286523102375,299.9525851842789,294.7552730308176,6.0,0.0,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190605,2019-06-05T00:00:00,5.0,Point1,306.7743740695799,300.07694111147094,294.53896588311557,6.0,6.966835155280218E-7,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190606,2019-06-06T00:00:00,6.0,Point1,307.8652432152735,300.5951721555155,295.13626117118383,6.0,1.3204135052023774E-6,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190607,2019-06-07T00:00:00,7.0,Point1,308.7255520150004,300.43702503580954,293.447197511662,6.0,0.0,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190608,2019-06-08T00:00:00,8.0,Point1,309.67967163968484,300.40542553939935,292.9933800394747,6.0,0.0,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190609,2019-06-09T00:00:00,9.0,Point1,310.38848697911516,301.7499341571065,294.02350628120365,6.0,0.0,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190610,2019-06-10T00:00:00,10.0,Point1,308.921864403598,302.23384819423956,296.77850207925616,6.0,4.284083843231201E-8,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190611,2019-06-11T00:00:00,11.0,Point1,308.74852334188796,302.6569000344023,297.8145218748975,6.0,0.0,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190612,2019-06-12T00:00:00,12.0,Point1,308.10265175884297,300.918584866375,295.05665508249956,6.0,1.862645149230957E-9,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190613,2019-06-13T00:00:00,13.0,Point1,308.8838808761194,300.937814692865,294.57185988477227,6.0,4.0978193283081055E-8,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190614,2019-06-14T00:00:00,14.0,Point1,309.25130222147817,301.30138983648936,294.07836182093814,6.0,0.0,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190615,2019-06-15T00:00:00,15.0,Point1,311.4848439444563,302.3954759502462,294.93954431249557,6.0,0.0,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190616,2019-06-16T00:00:00,16.0,Point1,312.1952205641374,303.3557180919259,295.8944585793742,6.0,1.862645149230957E-9,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190617,2019-06-17T00:00:00,17.0,Point1,311.8811067953217,303.7558445254277,296.8582137995184,6.0,4.284083843231201E-8,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190618,2019-06-18T00:00:00,18.0,Point1,309.573763516167,303.31243369198586,298.4999923866313,6.0,1.862645149230957E-9,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190619,2019-06-19T00:00:00,19.0,Point1,311.17609009009703,303.844821108703,298.29110268604063,6.0,4.284083843231201E-8,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190620,2019-06-20T00:00:00,20.0,Point1,310.42092636859013,302.4188919801587,295.43091617576965,6.0,0.0,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190621,2019-06-21T00:00:00,21.0,Point1,310.72714685847507,303.2045054019945,296.7449314374031,6.0,0.0,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190622,2019-06-22T00:00:00,22.0,Point1,309.40757324731584,302.4210258194304,296.9407256607504,6.0,0.0,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190623,2019-06-23T00:00:00,23.0,Point1,308.21228274513624,301.2897646472926,295.28527280445894,6.0,1.862645149230957E-9,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190624,2019-06-24T00:00:00,24.0,Point1,309.25178003751415,301.7507009800187,295.4098922731729,6.0,4.284083843231201E-8,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190625,2019-06-25T00:00:00,25.0,Point1,312.4561351980919,303.16356572135396,295.0581609000972,6.0,0.0,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190626,2019-06-26T00:00:00,26.0,Point1,310.566467437215,303.0612024819052,297.4139758220877,6.0,0.0,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190627,2019-06-27T00:00:00,27.0,Point1,309.83658361069234,303.03429214084724,298.0094271364446,6.0,0.0,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190628,2019-06-28T00:00:00,28.0,Point1,308.08415894580344,302.44967458461383,298.2048394361255,6.0,0.0,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190629,2019-06-29T00:00:00,29.0,Point1,309.05913988360976,302.05614389554944,296.22774016754073,6.0,0.0,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190630,2019-06-30T00:00:00,30.0,Point1,307.61882529855734,301.96438125611104,296.846080843201,6.0,0.0,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190701,2019-07-01T00:00:00,1.0,Point1,306.94475995011095,302.3865185781822,298.9694127447179,7.0,1.9018519670681096E-4,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190702,2019-07-02T00:00:00,2.0,Point1,310.27775155047374,302.99995471484203,297.70042757018757,7.0,0.0022387244028420216,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190703,2019-07-03T00:00:00,3.0,Point1,310.93586383085557,304.01722019976927,297.79111611490805,7.0,0.0,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190704,2019-07-04T00:00:00,4.0,Point1,308.9755397489346,302.95062741552647,298.113897542286,7.0,0.0,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190705,2019-07-05T00:00:00,5.0,Point1,307.60390221478053,301.9493300122211,297.52593401559056,7.0,1.862645149230957E-9,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190706,2019-07-06T00:00:00,6.0,Point1,306.71468366054853,301.394669036023,296.90453851858314,7.0,6.522450660332692E-6,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190707,2019-07-07T00:00:00,7.0,Point1,309.4466863411103,303.3637555746497,298.5256830248718,7.0,5.753738797917561E-4,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190708,2019-07-08T00:00:00,8.0,Point1,307.6952470655779,302.2720521963497,297.7485986347804,7.0,5.355182035889065E-5,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190709,2019-07-09T00:00:00,9.0,Point1,310.09067474316043,303.4759905119447,298.3025155074201,7.0,4.284083843231201E-8,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190710,2019-07-10T00:00:00,10.0,Point1,308.74809045471574,303.10292314629396,298.2978915151693,7.0,1.3567481425992851E-6,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190711,2019-07-11T00:00:00,11.0,Point1,309.7883588082684,302.63205156116203,297.42266315137647,7.0,1.888211548494365E-6,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190712,2019-07-12T00:00:00,12.0,Point1,310.62126839683276,302.64256666693234,296.4097384166359,7.0,0.0,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190713,2019-07-13T00:00:00,13.0,Point1,310.3320555749143,303.07471720874526,297.3559103730917,7.0,6.477062517492198E-5,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190714,2019-07-14T00:00:00,14.0,Point1,308.6770973296876,303.6018692515266,299.5679053486917,7.0,1.5133386666631148E-5,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190715,2019-07-15T00:00:00,15.0,Point1,308.97031088370585,302.7339101014971,298.29095081073876,7.0,0.0,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190716,2019-07-16T00:00:00,16.0,Point1,307.70327784579416,301.45245723436466,295.79000877002835,7.0,0.0,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190717,2019-07-17T00:00:00,17.0,Point1,308.6920651604542,303.2938086505186,298.84010927424777,7.0,1.8327180684707612E-4,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190718,2019-07-18T00:00:00,18.0,Point1,308.1867806790228,302.65489443425446,299.31890466185155,7.0,8.928838970431611E-7,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190719,2019-07-19T00:00:00,19.0,Point1,308.55043028816164,302.2646126753887,296.9810754193576,7.0,0.0,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190720,2019-07-20T00:00:00,20.0,Point1,309.1101195120299,302.8446452349657,297.2765083024151,7.0,0.0,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190721,2019-07-21T00:00:00,21.0,Point1,311.93576134629575,304.31754053460674,299.12879432140437,7.0,7.813040697197848E-5,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190722,2019-07-22T00:00:00,22.0,Point1,308.68252068540517,303.0832216889781,299.02972769745406,7.0,0.0,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190723,2019-07-23T00:00:00,23.0,Point1,311.87918569059735,303.95328022953737,297.0853407755775,7.0,1.3932937845441422E-6,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190724,2019-07-24T00:00:00,24.0,Point1,309.34004820778534,303.36967030049516,299.9672433594967,7.0,0.004111941438600487,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190725,2019-07-25T00:00:00,25.0,Point1,307.3434835037696,302.1125760704788,297.9058435158774,7.0,0.0019494579924515002,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190726,2019-07-26T00:00:00,26.0,Point1,308.9860477541615,303.1358647423131,298.06117086413764,7.0,1.774755949882867E-5,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190727,2019-07-27T00:00:00,27.0,Point1,309.15153274062806,303.19437179800224,298.608092974,7.0,1.2126281319924838E-4,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190728,2019-07-28T00:00:00,28.0,Point1,307.6009626076886,302.30748916453797,299.11634604460716,7.0,0.0021845720718197074,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190729,2019-07-29T00:00:00,29.0,Point1,308.6105471516871,302.30753287246,298.2312840811178,7.0,2.2975069170301924E-4,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190730,2019-07-30T00:00:00,30.0,Point1,309.52525083090836,303.83189919748327,298.81428036846523,7.0,6.407508139331702E-6,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190731,2019-07-31T00:00:00,31.0,Point1,308.3955627742543,303.63834718949556,300.2933320613875,7.0,0.0013347717607023082,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190801,2019-08-01T00:00:00,1.0,Point1,310.79886921512787,303.7572897267758,298.38088086744904,8.0,0.0,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190802,2019-08-02T00:00:00,2.0,Point1,310.88853968235077,304.06126628691436,299.00361477738807,8.0,0.0,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190803,2019-08-03T00:00:00,3.0,Point1,311.0311124882791,303.554405125565,297.9447053595587,8.0,0.0,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190804,2019-08-04T00:00:00,4.0,Point1,311.0212614286698,303.80499874471104,298.1190549473951,8.0,0.0,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190805,2019-08-05T00:00:00,5.0,Point1,310.44171757968496,304.2266627886539,300.26251489489186,8.0,0.0,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190806,2019-08-06T00:00:00,6.0,Point1,310.38765086962775,303.00021873042914,298.120105483455,8.0,2.048060732531645E-6,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190807,2019-08-07T00:00:00,7.0,Point1,309.3592068246053,302.44012703112213,296.4227266582314,8.0,0.0,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190808,2019-08-08T00:00:00,8.0,Point1,308.6337224429147,303.46265751459146,298.758209851658,8.0,2.1843066093545595E-4,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190809,2019-08-09T00:00:00,9.0,Point1,310.36608875985195,303.4979452878844,299.20987922534664,8.0,0.003672585399222418,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190810,2019-08-10T00:00:00,10.0,Point1,312.0867929105027,304.45456761784163,298.8010912484262,8.0,2.7102531844220583E-5,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190811,2019-08-11T00:00:00,11.0,Point1,311.18208842584767,304.07486913026116,298.9936467563394,8.0,7.423444811527162E-6,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190812,2019-08-12T00:00:00,12.0,Point1,310.09507388685665,303.1431977819566,299.370649725276,8.0,8.023758904059326E-4,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190813,2019-08-13T00:00:00,13.0,Point1,311.5091578286195,304.51985553746863,300.04687083478524,8.0,1.572776575080582E-4,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190814,2019-08-14T00:00:00,14.0,Point1,309.5398725985108,302.8696175748979,298.43346279021847,8.0,0.0,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190815,2019-08-15T00:00:00,15.0,Point1,309.4740856059406,303.18113133431075,297.69407714259376,8.0,0.0,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190816,2019-08-16T00:00:00,16.0,Point1,310.1937382724008,303.20133827935854,299.1640562939194,8.0,0.008086510217985109,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190817,2019-08-17T00:00:00,17.0,Point1,306.6600027288866,301.90429937502347,299.2772524387707,8.0,0.0013804365617145428,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190818,2019-08-18T00:00:00,18.0,Point1,306.2085251309923,300.8230422497332,297.61452439370447,8.0,0.00826922324593672,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190819,2019-08-19T00:00:00,19.0,Point1,305.6390268589395,300.58862058263014,296.79532932812396,8.0,0.004844499646787153,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190820,2019-08-20T00:00:00,20.0,Point1,309.354103535983,303.3346036219945,299.3095325125044,8.0,2.9822202000566277E-4,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190821,2019-08-21T00:00:00,21.0,Point1,304.4284094513777,301.3189669775803,299.8547078111619,8.0,0.01243319922401118,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190822,2019-08-22T00:00:00,22.0,Point1,302.79865246891524,299.11859892941646,297.37546269365237,8.0,0.029320735205660944,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190823,2019-08-23T00:00:00,23.0,Point1,304.5848764390951,300.1480452124919,297.21129752125535,8.0,0.0046610369665817455,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190824,2019-08-24T00:00:00,24.0,Point1,306.7739150566416,302.1174580302575,298.39725917950153,8.0,7.796567541203042E-4,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190825,2019-08-25T00:00:00,25.0,Point1,305.3509545291992,301.66048889771383,299.06168204959727,8.0,0.001211502902425586,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190826,2019-08-26T00:00:00,26.0,Point1,304.03128339327594,300.6171125544573,299.15140794518584,8.0,0.011358594213880843,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190827,2019-08-27T00:00:00,27.0,Point1,305.5055777802383,300.89804277508097,297.8517692401561,8.0,0.013475250443521455,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190828,2019-08-28T00:00:00,28.0,Point1,305.5816788212427,301.5579956823927,298.6048666409118,8.0,0.00835934642022286,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190829,2019-08-29T00:00:00,29.0,Point1,303.76940679594424,300.43484470236433,298.22761919592665,8.0,0.02361558766859175,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190830,2019-08-30T00:00:00,30.0,Point1,304.5028924927575,299.8738543944765,297.77087997459637,8.0,0.01665254965015813,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190831,2019-08-31T00:00:00,31.0,Point1,304.41394869452324,300.25145558456984,297.5878280319879,8.0,0.005710184544100677,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190901,2019-09-01T00:00:00,1.0,Point1,304.81598327794745,300.4028915338936,298.6975239100626,9.0,0.01757572382247406,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190902,2019-09-02T00:00:00,2.0,Point1,305.6160615309153,301.0073796232632,298.08082670683524,9.0,0.008691390200988624,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190903,2019-09-03T00:00:00,3.0,Point1,306.60938891336804,301.96379858518895,297.4414252215549,9.0,3.6700620399633796E-4,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190904,2019-09-04T00:00:00,4.0,Point1,306.4069989649635,302.31885717929674,299.57097803842316,9.0,0.01655804534067346,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190905,2019-09-05T00:00:00,5.0,Point1,304.4585161863649,301.15665487558056,298.3845569647307,9.0,6.325307446076778E-4,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190906,2019-09-06T00:00:00,6.0,Point1,305.2592397956948,301.18921612665997,297.8763168012209,9.0,0.0033178493339783306,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190907,2019-09-07T00:00:00,7.0,Point1,305.08591896225977,300.8408096296333,298.4372263182521,9.0,0.0035800480137167284,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190908,2019-09-08T00:00:00,8.0,Point1,306.01690486140023,301.5881673359952,298.5784037339717,9.0,0.0032832289643152206,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190909,2019-09-09T00:00:00,9.0,Point1,305.65607887138736,301.27974412873465,297.85259517363886,9.0,0.004939397945119321,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190910,2019-09-10T00:00:00,10.0,Point1,306.9470711971238,301.5081397317419,298.4523767670052,9.0,0.015856557754578355,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190911,2019-09-11T00:00:00,11.0,Point1,307.442524899398,302.0543285237754,297.7196485295702,9.0,6.276064847491032E-4,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190912,2019-09-12T00:00:00,12.0,Point1,307.72143704659095,302.22270190337866,298.6492592608141,9.0,0.0015238655846547583,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190913,2019-09-13T00:00:00,13.0,Point1,305.3447276194568,301.0742690680019,298.27077527922273,9.0,0.012952448607126566,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190914,2019-09-14T00:00:00,14.0,Point1,305.7350729850592,300.5773602880199,297.98281408051565,9.0,0.007935250891973727,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190915,2019-09-15T00:00:00,15.0,Point1,306.85038871591837,302.3753952615968,298.24562183294603,9.0,4.3884323345107175E-5,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190916,2019-09-16T00:00:00,16.0,Point1,305.56025307082166,300.58402686794346,296.84657947487557,9.0,2.5835288300470437E-5,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190917,2019-09-17T00:00:00,17.0,Point1,306.72246664476864,301.1855062216683,296.8641930697958,9.0,4.486478422937883E-6,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190918,2019-09-18T00:00:00,18.0,Point1,305.7684336040781,301.94846757273194,298.5356196950011,9.0,0.0015665278056899688,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190919,2019-09-19T00:00:00,19.0,Point1,304.1227369615478,300.234609241904,296.9210998362229,9.0,0.0069326534425987844,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190920,2019-09-20T00:00:00,20.0,Point1,305.44993275339624,301.2797844839123,297.9044849462278,9.0,1.9425398366550617E-4,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190921,2019-09-21T00:00:00,21.0,Point1,306.159450000105,300.3938043573956,295.7126326828149,9.0,4.0036652301415454E-4,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190922,2019-09-22T00:00:00,22.0,Point1,305.0635010245653,300.86964977853825,298.2953218459432,9.0,0.006860880619489561,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190923,2019-09-23T00:00:00,23.0,Point1,305.2405473176995,301.3476429120697,298.77638216080646,9.0,0.0012622394052947265,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190924,2019-09-24T00:00:00,24.0,Point1,306.5544041625266,301.6843327327592,297.35645379946067,9.0,2.5186756859887384E-4,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190925,2019-09-25T00:00:00,25.0,Point1,307.2480462548392,302.28743591353316,298.39636479129393,9.0,1.555509631623044E-5,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190926,2019-09-26T00:00:00,26.0,Point1,306.5000122049443,301.7819028862477,298.1426453259862,9.0,2.7817725890674257E-6,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190927,2019-09-27T00:00:00,27.0,Point1,306.2897670847036,301.93430096293326,298.5873376368242,9.0,3.5744809987466865E-5,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190928,2019-09-28T00:00:00,28.0,Point1,306.74301070835304,301.94405812780644,298.01200331437815,9.0,0.0,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190929,2019-09-29T00:00:00,29.0,Point1,304.3401237108764,300.6929620382498,297.8617986452015,9.0,3.0720910987974666E-6,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190930,2019-09-30T00:00:00,30.0,Point1,307.34870488830825,301.57690332041994,296.12231803544825,9.0,0.0,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20191001,2019-10-01T00:00:00,1.0,Point1,308.20384473839334,302.72157374584157,298.4074148886497,10.0,0.0,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20191002,2019-10-02T00:00:00,2.0,Point1,306.7356821052448,301.71030517745095,297.64553621616454,10.0,5.359339917357134E-5,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20191003,2019-10-03T00:00:00,3.0,Point1,307.76270274250396,301.8822862309172,296.6215172065532,10.0,5.821573921212186E-4,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20191004,2019-10-04T00:00:00,4.0,Point1,308.2173534693515,302.4001972093574,298.4723791842013,10.0,0.003058538733085804,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20191005,2019-10-05T00:00:00,5.0,Point1,304.28280712845304,301.04276389865123,298.8076442151826,10.0,0.001666782360843676,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20191006,2019-10-06T00:00:00,6.0,Point1,307.74177423435907,302.83198993625655,299.10950683784574,10.0,5.73043166866091E-4,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20191007,2019-10-07T00:00:00,7.0,Point1,304.50119064917675,300.78610010050664,297.0503998406498,10.0,2.3097615206977093E-5,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20191008,2019-10-08T00:00:00,8.0,Point1,305.46897781369836,300.94995874946534,297.43401111377125,10.0,0.007552241787236529,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20191009,2019-10-09T00:00:00,9.0,Point1,303.03444452599297,300.3033377870224,297.83505115748494,10.0,0.004138742066247574,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20191010,2019-10-10T00:00:00,10.0,Point1,307.5710448428643,302.3866425030142,298.2089103298832,10.0,5.805673611173702E-4,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20191011,2019-10-11T00:00:00,11.0,Point1,308.54951750383685,302.42341541392597,297.0904039236934,10.0,0.0,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20191012,2019-10-12T00:00:00,12.0,Point1,309.50694740246587,302.4271299731056,297.1724260367563,10.0,1.862645149230957E-9,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20191013,2019-10-13T00:00:00,13.0,Point1,306.18457553616247,301.37449066906004,298.3190429264122,10.0,0.007707975640979241,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20191014,2019-10-14T00:00:00,14.0,Point1,305.2184297256877,301.1251778892602,298.6275174817974,10.0,0.003423919504537766,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20191015,2019-10-15T00:00:00,15.0,Point1,306.6875726780796,301.31487705710924,297.6867729478831,10.0,0.003430375092961362,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20191016,2019-10-16T00:00:00,16.0,Point1,307.70905312936986,302.1934045692211,297.4422431451238,10.0,6.141322844848164E-5,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20191017,2019-10-17T00:00:00,17.0,Point1,309.00202721782154,303.4473594153821,299.1594103545343,10.0,-4.284083843231201E-8,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20191018,2019-10-18T00:00:00,18.0,Point1,308.92609565216446,303.3453629295114,299.5099720297326,10.0,0.0,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20191019,2019-10-19T00:00:00,19.0,Point1,309.00521994892597,303.3139998679297,298.8345200985541,10.0,2.268129650065374E-6,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20191020,2019-10-20T00:00:00,20.0,Point1,310.4439329358191,303.3958590307511,298.4276616462342,10.0,0.0,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
